repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,value,revision,push_id
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1705954986,2023-06-05T14:23:29,237.88310780897882,eb0e5efeb4144e02db4898c481ab299e4ffbe5a5,1251794
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706040284,2023-06-05T15:57:01,240.21745029578233,8b6f8763d212b11acd7421760ab63612ce65bda4,1251874
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706120541,2023-06-05T17:59:24,236.876831468222,3a0243249f1d09b3f0c43845ba322404a24b2d6b,1251964
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706223551,2023-06-05T21:08:31,235.94895437849846,6c846bc8f52c1e5b929c199b58a33a4dc24df8f5,1252114
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706484403,2023-06-06T09:09:48,240.66290403234234,5f036ce2680a08b950cbfadd770beba129cbb195,1252381
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706764378,2023-06-06T16:19:01,235.46902077319646,5d89dee91e755667a691f2b544a063709213138b,1252629
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1706813303,2023-06-06T18:01:12,235.2320451870637,10ed1bfdc481f14670072cdbf87a69d9212c0d6c,1252674
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1707457130,2023-06-07T16:41:52,240.2040696511467,bd9ba4216df4d4c08f1a70ecb66009f13ee08aaa,1253259
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1707486961,2023-06-07T17:56:51,240.95184912244804,eb1d2dce0bdff337836b19b97828f2dcf437f25e,1253314
mozilla-beta,4788938,12,139a832195762cae06bba1af7c369d056479eb5f,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,simple.inspector.open.DAMP,damp,True,damp simple.inspector.open.DAMP opt e10s fission stylo webrender-sw,4788935,6,ms,firefox,,1708075070,2023-06-08T13:18:16,240.63363147697874,b0bc9752e921bdc9e4c9de470cbf5fcf72061330,1253873
