job_id,entry_id,push_timestamp,value,revision,push_id,repository_name,test,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,has_subtests,tags,extra_options,signature_id,framework_id,signature_hash,option_collection_hash,machine_platform,suite,should_alert,alert_id,alert_push_id,alert_prev_push_id,alert_creation_timestamp,alert_first_triaged,alert_triage_due_date,alert_repository,alert_framework,test_id,test_status,test_series_signature_framework_id,test_series_signature_signature_hash,test_series_signature_machine_platform,test_series_signature_test,test_series_signature_suite,test_series_signature_lower_is_better,test_series_signature_has_subtests,test_series_signature_option_collection_hash,test_series_signature_tags,test_series_signature_extra_options,test_series_signature_measurement_unit,test_series_signature_suite_public_name,test_series_signature_test_public_name,test_prev_taskcluster_metadata_task_id,test_prev_taskcluster_metadata_retry_id,test_taskcluster_metadata_task_id,test_taskcluster_metadata_retry_id,test_profile_url,test_prev_profile_url,test_is_regression,test_prev_value,test_new_value,test_t_value,test_amount_abs,test_amount_pct,test_summary_id,test_related_summary_id,test_manually_created,test_classifier,test_starred,test_classifier_email,test_backfill_record_context,test_backfill_record_status,test_backfill_record_total_actions_triggered,test_backfill_record_total_backfills_failed,test_backfill_record_total_backfills_successful,test_backfill_record_total_backfills_in_progress,test_noise_profile,alert_related_alerts,alert_status,alert_bug_number,alert_bug_due_date,alert_bug_updated,alert_issue_tracker,alert_notes,alert_push_timestamp,alert_prev_push_revision,alert_assignee_username,alert_assignee_email,alert_performance_tags
,1698819412,2023-05-22 10:20:25,5924.0,59efee44047ab7ec777916f9f2aa533eb33a25fe,1244253,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1698910091,2023-05-22 12:50:35,5621.0,f64639378b47382ab57adf6203e2b94c99e1f3cf,1244349,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1699061718,2023-05-22 18:02:38,5913.0,3a78a160d7584e6f7624cc20ea364b05d4a3671a,1244588,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1699262161,2023-05-23 09:18:46,5939.0,ed40737cb95a517f2a77404a8191d1cd46bbb10b,1244938,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1699405175,2023-05-23 13:09:04,5978.0,8eecf106862ea56b832570bd15d10d6e6cd34fe8,1245056,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1699543197,2023-05-23 16:30:53,5605.0,18f79b69b59438d998569d811b6f77b0764b3c23,1245237,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1699597043,2023-05-23 16:49:14,4476.0,53ee070b649541904b75cbdf9d2b418385b407f7,1245253,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1699688211,2023-05-23 16:49:14,5912.0,53ee070b649541904b75cbdf9d2b418385b407f7,1245253,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1699690061,2023-05-23 16:49:14,4468.0,53ee070b649541904b75cbdf9d2b418385b407f7,1245253,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
,1699558735,2023-05-23 17:46:44,5691.0,ac0c93ea38fc5dc013c2c0776560d70a84f234f0,1245316,mozilla-beta,PerfUTF16toLatin1ASCIIThousand,True,Strings PerfUTF16toLatin1ASCIIThousand opt ,,6,,,False,,,3534797,6,19b31da7478d768f928598cb67a55467193a10a1,102210fe594ee9b33d82058545b1ed14f4c8206e,macosx1015-64-shippable-qr,Strings,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
