repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,value,revision,push_id,alert_id,alert_push_id,alert_prev_push_id,alert_creation_timestamp,alert_first_triaged,alert_triage_due_date,alert_repository,alert_framework,test_id,test_status,test_series_signature_framework_id,test_series_signature_signature_hash,test_series_signature_machine_platform,test_series_signature_test,test_series_signature_suite,test_series_signature_lower_is_better,test_series_signature_has_subtests,test_series_signature_option_collection_hash,test_series_signature_tags,test_series_signature_extra_options,test_series_signature_measurement_unit,test_series_signature_suite_public_name,test_series_signature_test_public_name,test_prev_taskcluster_metadata_task_id,test_prev_taskcluster_metadata_retry_id,test_taskcluster_metadata_task_id,test_taskcluster_metadata_retry_id,test_profile_url,test_prev_profile_url,test_is_regression,test_prev_value,test_new_value,test_t_value,test_amount_abs,test_amount_pct,test_summary_id,test_related_summary_id,test_manually_created,test_classifier,test_starred,test_classifier_email,test_backfill_record_context,test_backfill_record_status,test_backfill_record_total_actions_triggered,test_backfill_record_total_backfills_failed,test_backfill_record_total_backfills_successful,test_backfill_record_total_backfills_in_progress,test_noise_profile,alert_related_alerts,alert_status,alert_bug_number,alert_bug_due_date,alert_bug_updated,alert_issue_tracker,alert_notes,alert_push_timestamp,alert_prev_push_revision,alert_assignee_username,alert_assignee_email,alert_performance_tags
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1705966496,2023-06-05 14:23:29,171.5561470475768,eb0e5efeb4144e02db4898c481ab299e4ffbe5a5,1251794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1706063151,2023-06-05 15:57:01,167.95946600472962,8b6f8763d212b11acd7421760ab63612ce65bda4,1251874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1706130122,2023-06-05 17:59:24,171.5194636966189,3a0243249f1d09b3f0c43845ba322404a24b2d6b,1251964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1706236754,2023-06-05 21:08:31,170.17073478763632,6c846bc8f52c1e5b929c199b58a33a4dc24df8f5,1252114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1706490696,2023-06-06 09:09:48,169.4835185577831,5f036ce2680a08b950cbfadd770beba129cbb195,1252381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1706780592,2023-06-06 16:19:01,170.6548073752565,5d89dee91e755667a691f2b544a063709213138b,1252629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1706823085,2023-06-06 18:01:12,171.66316003615793,10ed1bfdc481f14670072cdbf87a69d9212c0d6c,1252674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1707466370,2023-06-07 16:41:52,171.6327813746757,bd9ba4216df4d4c08f1a70ecb66009f13ee08aaa,1253259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1707496917,2023-06-07 17:56:51,169.73178991158784,eb1d2dce0bdff337836b19b97828f2dcf437f25e,1253314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
mozilla-beta,4790585,12,1ec5f80203c877177e78ce5d9e9d8e398284883e,windows10-64-shippable-qr,True,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,source-map.allGeneratedPositionsFor.DAMP,damp,True,damp source-map.allGeneratedPositionsFor.DAMP opt e10s fission stylo webrender,4788905,6,ms,firefox,,1708087282,2023-06-08 13:18:16,170.34982588577623,b0bc9752e921bdc9e4c9de470cbf5fcf72061330,1253873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,,,,,,,,,,
